Product,Unit_Price,Quantity,Discount,Total_Price,Region,Last_Order_Date,Cluster,Customer_Type,Category
149.0,1.07,5.0,0.0,5.35,303.0,195.0,0,B2C,Water
149.0,0.5699999999999998,17.0,0.05,9.21,342.0,611.0,0,B2B,Water
177.0,3.67,15.0,0.0,55.05,312.0,288.0,0,B2C,Juices
107.0,0.8,54.0,0.1,38.88,315.0,979.0,0,B2B,Soft Drinks
157.0,0.78,63.0,0.1,44.23,302.0,838.0,0,B2B,Water
103.0,2.84,1.0,0.15,2.41,331.0,5.0,0,B2B,Soft Drinks
153.0,0.89,14.0,0.0,12.46,307.0,581.0,0,B2C,Water
69.0,35.52,10.0,0.0,355.2,296.0,1042.0,0,B2C,Alcoholic Beverages
172.0,3.33,10.0,0.0,33.3,337.0,698.0,0,B2C,Juices
74.0,1.08,11.0,0.0,11.88,329.0,224.0,0,B2C,Alcoholic Beverages
70.0,17.35,4.0,0.15,58.99,342.0,1065.0,0,B2B,Alcoholic Beverages
73.0,1.16,5.0,0.0,5.800000000000001,329.0,40.0,0,B2C,Alcoholic Beverages
64.0,4.88,11.0,0.0,53.68,331.0,504.0,0,B2C,Alcoholic Beverages
74.0,1.56,54.0,0.1,75.82,331.0,699.0,0,B2B,Alcoholic Beverages
153.0,0.86,15.0,0.0,12.9,311.0,889.0,0,B2C,Water
177.0,3.06,70.0,0.1,192.78000000000003,307.0,818.0,0,B2B,Juices
176.0,3.49,82.0,0.1,257.56,296.0,817.0,0,B2B,Juices
86.0,1.16,1.0,0.0,1.1600000000000001,289.0,742.0,0,B2C,Soft Drinks
169.0,2.46,76.0,0.05,177.61,307.0,869.0,0,B2B,Juices
82.0,1.46,9.0,0.0,13.14,303.0,937.0,0,B2C,Alcoholic Beverages
107.0,0.82,9.0,0.05,7.01,303.0,144.0,0,B2B,Soft Drinks
157.0,0.87,40.0,0.1,31.32,331.0,365.0,0,B2B,Water
92.0,1.24,13.0,0.0,16.12,337.0,721.0,0,B2C,Soft Drinks
134.0,1.3,59.0,0.1,69.03,311.0,313.0,0,B2B,Juices
74.0,0.91,22.0,0.05,19.02,285.0,977.0,0,B2B,Alcoholic Beverages
172.0,3.43,8.0,0.0,27.44,337.0,52.0,0,B2C,Juices
69.0,37.69,6.0,0.0,226.14,289.0,159.0,0,B2C,Alcoholic Beverages
185.0,3.3099999999999996,12.0,0.0,39.72,303.0,169.00000000000006,0,B2C,Juices
139.0,0.45999999999999974,11.0,0.0,5.059999999999999,296.0,865.0,0,B2C,Water
74.0,60.58,1.0,0.0,60.58,303.0,363.0,0,B2C,Alcoholic Beverages
149.0,1.01,14.0,0.0,14.14,289.0,945.0,0,B2C,Water
185.0,3.21,6.0,0.0,19.26,302.0,403.0,0,B2C,Juices
108.0,0.81,38.0,0.05,29.24,321.0,984.0,0,B2B,Soft Drinks
162.0,1.31,14.0,0.0,18.34,289.0,276.0,0,B2C,Water
98.0,0.96,9.0,0.0,8.64,342.0,517.0,0,B2C,Soft Drinks
172.0,3.8,13.0,0.1,44.46,311.0,1040.0,0,B2B,Juices
70.0,24.91,62.0,0.1,1389.98,337.0,580.0,0,B2B,Alcoholic Beverages
149.0,1.03,93.0,0.1,86.21,331.0,830.0,0,B2B,Water
185.0,3.71,84.0,0.15,264.89,311.0,363.0,0,B2B,Juices
177.0,3.18,65.0,0.05,196.36,296.0,1026.0,0,B2B,Juices
108.0,2.26,10.0,0.0,22.6,337.0,311.0,0,B2C,Soft Drinks
73.0,1.09,10.0,0.0,10.9,329.0,729.0,0,B2C,Alcoholic Beverages
139.0,0.45999999999999974,13.0,0.0,5.98,307.0,798.0,0,B2C,Water
98.0,0.99,14.0,0.0,13.86,289.0,284.0,0,B2C,Soft Drinks
107.0,1.4,94.0,0.1,118.44,321.0,557.0,0,B2B,Soft Drinks
64.0,5.03,4.0,0.0,20.12,311.0,154.0,0,B2C,Alcoholic Beverages
118.0,2.22,8.0,0.05,16.87,307.0,74.0,0,B2B,Soft Drinks
159.0,0.5800000000000001,12.0,0.0,6.960000000000001,303.0,593.0,0,B2C,Water
169.0,2.91,93.0,0.1,243.57,337.0,311.0,0,B2B,Juices
185.0,2.77,3.0,0.1,7.48,307.0,868.0,0,B2B,Juices
159.0,0.56,7.0,0.0,3.9200000000000017,321.0,957.0,0,B2C,Water
149.0,1.01,15.0,0.0,15.15,329.0,835.0,0,B2C,Water
174.0,1.75,6.0,0.0,10.5,307.0,991.0,0,B2C,Juices
153.0,0.89,3.0,0.0,2.6700000000000017,337.0,717.0,0,B2C,Water
103.0,3.12,2.0,0.0,6.24,302.0,795.0,0,B2C,Soft Drinks
157.0,0.73,25.0,0.05,17.34,329.0,477.0,0,B2B,Water
76.0,5.53,73.0,0.15,343.14,329.0,203.99999999999994,0,B2B,Alcoholic Beverages
82.0,1.08,59.0,0.05,60.53,321.0,141.0,0,B2B,Soft Drinks
108.0,2.13,3.0,0.0,6.390000000000001,289.0,1073.0,0,B2C,Soft Drinks
159.0,0.6200000000000001,90.0,0.1,50.22,296.0,437.0,0,B2B,Water
131.0,1.71,4.0,0.0,6.84,337.0,110.00000000000006,0,B2C,Water
172.0,3.33,1.0,0.0,3.3299999999999983,285.0,590.0,0,B2C,Juices
81.0,1.26,34.0,0.1,38.56,307.0,962.0,0,B2B,Alcoholic Beverages
118.0,1.99,13.0,0.0,25.87,302.0,866.0,0,B2C,Soft Drinks
95.0,2.8,63.0,0.05,167.58000000000004,302.0,93.99999999999994,0,B2B,Soft Drinks
69.0,37.69,11.0,0.0,414.59,342.0,193.0,0,B2C,Alcoholic Beverages
162.0,1.31,6.0,0.0,7.859999999999999,317.0,71.0,0,B2C,Water
62.0,1.98,15.0,0.0,29.7,307.0,673.0,0,B2C,Alcoholic Beverages
176.0,2.93,5.0,0.0,14.65,296.0,843.0,0,B2C,Juices
74.0,57.11,2.0,0.0,114.22,331.0,987.0,0,B2C,Alcoholic Beverages
62.0,112.46,12.0,0.0,1349.52,302.0,220.0,1,B2C,Alcoholic Beverages
131.0,2.35,60.0,0.15,119.85,317.0,779.0,0,B2B,Water
134.0,1.69,10.0,0.0,16.9,331.0,188.0,0,B2C,Juices
185.0,3.3099999999999996,10.0,0.0,33.1,285.0,38.0,0,B2C,Juices
74.0,8.29,13.0,0.0,107.77,337.0,440.0,0,B2C,Alcoholic Beverages
176.0,3.87,75.0,0.1,261.23,337.0,885.0,0,B2B,Juices
64.0,4.88,3.0,0.0,14.64,317.0,414.0,0,B2C,Alcoholic Beverages
118.0,2.02,2.0,0.05,3.84,302.0,759.0,0,B2B,Soft Drinks
176.0,3.11,14.0,0.0,43.54,311.0,252.0,0,B2C,Juices
133.0,0.89,30.0,0.05,25.36,315.0,67.00000000000006,0,B2B,Water
162.0,1.31,7.0,0.0,9.17,296.0,240.0,0,B2C,Water
62.0,67.99,38.0,0.05,2454.44,331.0,953.0,1,B2B,Alcoholic Beverages
172.0,3.23,15.0,0.0,48.45,285.0,1012.0,0,B2C,Juices
157.0,0.5699999999999998,5.0,0.0,2.8500000000000014,285.0,471.0,0,B2C,Water
86.0,0.9700000000000001,33.0,0.1,28.81,317.0,410.0,0,B2B,Soft Drinks
174.0,1.23,4.0,0.05,4.670000000000002,331.0,1086.0,0,B2B,Juices
107.0,1.13,100.0,0.15,96.05,317.0,750.0,0,B2B,Soft Drinks
92.0,1.14,2.0,0.05,2.1700000000000017,321.0,261.0,0,B2B,Soft Drinks
86.0,0.94,72.0,0.05,64.3,285.0,293.0,0,B2B,Soft Drinks
174.0,1.66,19.0,0.05,29.96,303.0,80.0,0,B2B,Juices
69.0,28.57,21.0,0.05,569.97,303.0,271.0,0,B2B,Alcoholic Beverages
74.0,57.11,13.0,0.0,742.43,302.0,894.0,0,B2C,Alcoholic Beverages
139.0,0.41999999999999993,50.0,0.1,18.9,289.0,540.0,0,B2B,Water
157.0,0.5800000000000001,1.0,0.0,0.5799999999999983,315.0,215.0,0,B2C,Water
59.0,34.85,82.0,0.1,2571.93,311.0,656.0,1,B2B,Alcoholic Beverages
76.0,8.57,9.0,0.0,77.13,289.0,761.0,0,B2C,Alcoholic Beverages
62.0,1.55,38.0,0.1,53.00999999999999,307.0,543.0,0,B2B,Alcoholic Beverages
98.0,0.96,12.0,0.0,11.52,296.0,373.0,0,B2C,Soft Drinks
139.0,0.5,29.0,0.05,13.77,285.0,690.0,0,B2B,Water
95.0,2.27,4.0,0.0,9.08,289.0,423.0,0,B2C,Soft Drinks
108.0,1.78,13.0,0.1,20.83,315.0,909.0,0,B2B,Soft Drinks
73.0,1.09,6.0,0.0,6.539999999999999,312.0,738.0,0,B2C,Alcoholic Beverages
59.0,48.790000000000006,4.0,0.0,195.16000000000003,289.0,923.0,0,B2C,Alcoholic Beverages
149.0,1.07,12.0,0.0,12.84,315.0,98.0,0,B2C,Water
174.0,1.9,11.0,0.1,18.81,311.0,717.0,0,B2B,Juices
139.0,0.5699999999999998,69.0,0.1,35.4,302.0,433.0,0,B2B,Water
174.0,1.25,44.0,0.1,49.5,311.0,250.0,0,B2B,Juices
134.0,1.64,3.0,0.0,4.920000000000002,307.0,617.0,0,B2C,Juices
95.0,1.88,40.0,0.05,71.44,337.0,195.0,0,B2B,Soft Drinks
98.0,1.29,48.0,0.1,55.73,285.0,599.0,0,B2B,Soft Drinks
162.0,1.31,9.0,0.0,11.79,311.0,343.0,0,B2C,Water
95.0,2.28,9.0,0.05,19.49,317.0,720.0,0,B2B,Soft Drinks
81.0,1.88,9.0,0.0,16.92,337.0,906.0,0,B2C,Alcoholic Beverages
64.0,0.99,2.0,0.0,1.9800000000000004,315.0,23.0,0,B2C,Alcoholic Beverages
149.0,1.07,2.0,0.0,2.1400000000000006,331.0,269.0,0,B2C,Water
103.0,3.85,49.0,0.1,169.78000000000003,289.0,68.0,0,B2B,Soft Drinks
169.0,2.31,13.0,0.0,30.03,337.0,1050.0,0,B2C,Juices
139.0,1.38,15.0,0.0,20.7,317.0,909.0,0,B2C,Water
176.0,2.93,2.0,0.0,5.859999999999999,303.0,1059.0,0,B2C,Juices
81.0,1.99,2.0,0.0,3.9800000000000004,342.0,209.0,0,B2C,Alcoholic Beverages
133.0,0.93,1.0,0.0,0.9299999999999997,303.0,915.0,0,B2C,Water
76.0,5.33,35.0,0.1,167.90000000000003,317.0,610.0,0,B2B,Alcoholic Beverages
64.0,0.96,4.0,0.0,3.84,342.0,621.0,0,B2C,Alcoholic Beverages
131.0,1.66,3.0,0.0,4.98,289.0,540.0,0,B2C,Water
98.0,0.75,27.0,0.05,19.24,317.0,937.0,0,B2B,Soft Drinks
149.0,1.04,8.0,0.0,8.32,302.0,661.0,0,B2C,Water
174.0,1.86,5.0,0.0,9.3,307.0,53.0,0,B2C,Juices
169.0,2.38,2.0,0.0,4.759999999999998,342.0,386.0,0,B2C,Juices
176.0,3.02,15.0,0.0,45.3,321.0,521.0,0,B2C,Juices
101.0,2.22,6.0,0.0,13.32,331.0,949.0,0,B2C,Soft Drinks
70.0,11.96,39.0,0.05,443.12,303.0,717.0,0,B2B,Alcoholic Beverages
185.0,2.77,81.0,0.1,201.93,303.0,925.0,0,B2B,Juices
185.0,3.52,65.0,0.1,205.92000000000002,342.0,377.0,0,B2B,Juices
60.0,1.63,6.0,0.0,9.78,303.0,11.0,0,B2C,Alcoholic Beverages
134.0,1.64,1.0,0.0,1.6400000000000006,289.0,546.0,0,B2C,Juices
174.0,1.44,6.0,0.05,8.21,296.0,950.0,0,B2B,Juices
76.0,8.83,6.0,0.0,52.97999999999999,315.0,366.0,0,B2C,Alcoholic Beverages
98.0,0.6200000000000001,37.0,0.1,20.65,321.0,437.0,0,B2B,Soft Drinks
70.0,6.4,25.0,0.05,152.0,329.0,521.0,0,B2B,Alcoholic Beverages
177.0,3.42,57.0,0.1,175.45,302.0,766.0,0,B2B,Juices
133.0,0.54,33.0,0.05,16.93,312.0,910.0,0,B2B,Water
118.0,1.99,15.0,0.0,29.85,289.0,808.0,0,B2C,Soft Drinks
74.0,58.82,14.0,0.0,823.48,337.0,548.0,0,B2C,Alcoholic Beverages
82.0,0.5899999999999999,4.0,0.0,2.3599999999999994,315.0,779.0,0,B2C,Soft Drinks
176.0,2.93,1.0,0.0,2.9299999999999997,331.0,797.0,0,B2C,Juices
70.0,5.65,61.0,0.05,327.42,312.0,676.0,0,B2B,Alcoholic Beverages
153.0,0.3599999999999999,16.0,0.05,5.469999999999999,296.0,893.0,0,B2B,Water
159.0,0.77,66.0,0.1,45.74,311.0,483.0,0,B2B,Water
69.0,35.52,15.0,0.0,532.8,312.0,951.0,0,B2C,Alcoholic Beverages
51.000000000000014,48.32,60.0,0.1,2609.28,303.0,365.0,1,B2B,Alcoholic Beverages
95.0,2.21,15.0,0.0,33.15,296.0,862.0,0,B2C,Soft Drinks
63.0,36.23,86.0,0.15,2648.41,329.0,156.0,1,B2B,Alcoholic Beverages
176.0,3.36,89.0,0.1,269.14,289.0,903.0,0,B2B,Juices
108.0,1.07,4.0,0.0,4.280000000000001,303.0,394.0,0,B2C,Soft Drinks
157.0,0.5699999999999998,11.0,0.0,6.27,331.0,602.0,0,B2C,Water
82.0,1.37,15.0,0.0,20.55,307.0,690.0,0,B2C,Alcoholic Beverages
67.0,4.22,10.0,0.0,42.2,329.0,812.0,0,B2C,Alcoholic Beverages
74.0,8.05,11.0,0.0,88.55,312.0,945.0,0,B2C,Alcoholic Beverages
118.0,2.75,92.0,0.05,240.35000000000002,321.0,195.0,0,B2B,Soft Drinks
101.0,1.9,37.0,0.15,59.76,307.0,1026.0,0,B2B,Soft Drinks
101.0,2.22,3.0,0.0,6.66,307.0,885.0,0,B2C,Soft Drinks
69.0,35.52,3.0,0.0,106.56,329.0,1036.0,0,B2C,Alcoholic Beverages
74.0,8.54,3.0,0.0,25.62,342.0,228.0,0,B2C,Alcoholic Beverages
95.0,2.27,5.0,0.0,11.35,296.0,641.0,0,B2C,Soft Drinks
73.0,1.22,9.0,0.05,10.43,289.0,911.0,0,B2B,Alcoholic Beverages
108.0,1.07,5.0,0.0,5.35,321.0,396.0,0,B2C,Soft Drinks
62.0,1.92,6.0,0.0,11.52,331.0,843.0,0,B2C,Alcoholic Beverages
185.0,3.12,4.0,0.0,12.48,317.0,972.0,0,B2C,Juices
162.0,1.26,2.0,0.0,2.5199999999999996,307.0,584.0,0,B2C,Water
74.0,89.54,92.0,0.15,7002.03,337.0,451.0,1,B2B,Alcoholic Beverages
92.0,0.71,25.0,0.15,15.09,329.0,837.0,0,B2B,Soft Drinks
133.0,0.99,13.0,0.0,12.87,331.0,201.0,0,B2C,Water
95.0,2.27,1.0,0.0,2.2699999999999996,315.0,379.0,0,B2C,Soft Drinks
159.0,0.5899999999999999,12.0,0.0,7.08,285.0,41.0,0,B2C,Water
69.0,31.98,27.0,0.1,777.11,307.0,82.0,0,B2B,Alcoholic Beverages
70.0,4.32,13.0,0.0,56.16,315.0,288.0,0,B2C,Alcoholic Beverages
174.0,1.8,5.0,0.0,9.0,296.0,710.0,0,B2C,Juices
86.0,1.23,4.0,0.0,4.920000000000002,337.0,148.0,0,B2C,Soft Drinks
108.0,2.33,98.0,0.15,194.09000000000003,331.0,622.0,0,B2B,Soft Drinks
74.0,1.05,1.0,0.0,1.0500000000000007,321.0,686.0,0,B2C,Alcoholic Beverages
63.0,13.44,13.0,0.0,174.72000000000003,307.0,771.0,0,B2C,Alcoholic Beverages
176.0,3.7199999999999998,11.0,0.05,38.87,317.0,301.0,0,B2B,Juices
159.0,0.6200000000000001,14.0,0.0,8.68,303.0,853.0,0,B2C,Water
176.0,2.57,27.0,0.05,65.92,302.0,541.0,0,B2B,Juices
185.0,3.48,53.0,0.05,175.22000000000003,303.0,200.0,0,B2B,Juices
174.0,1.75,9.0,0.0,15.75,317.0,1031.0,0,B2C,Juices
86.0,1.19,15.0,0.0,17.85,337.0,455.0,0,B2C,Soft Drinks
153.0,0.86,1.0,0.0,0.8599999999999994,311.0,842.0,0,B2C,Water
70.0,41.3,97.0,0.1,3605.49,303.0,228.0,1,B2B,Alcoholic Beverages
81.0,1.88,2.0,0.0,3.759999999999998,337.0,1038.0,0,B2C,Alcoholic Beverages
133.0,0.5699999999999998,5.0,0.05,2.710000000000001,312.0,535.0,0,B2B,Water
174.0,2.83,89.0,0.1,226.68,307.0,637.0,0,B2B,Juices
82.0,0.6099999999999999,9.0,0.0,5.49,289.0,712.0,0,B2C,Soft Drinks
118.0,2.27,28.0,0.1,57.2,302.0,96.0,0,B2B,Soft Drinks
82.0,0.6099999999999999,1.0,0.0,0.6099999999999994,321.0,548.0,0,B2C,Soft Drinks
59.0,51.76,12.0,0.0,621.12,329.0,121.0,0,B2C,Alcoholic Beverages
64.0,0.99,15.0,0.0,14.85,312.0,119.0,0,B2C,Alcoholic Beverages
131.0,1.12,18.0,0.05,19.15,307.0,972.0,0,B2B,Water
101.0,2.28,5.0,0.0,11.4,337.0,471.0,0,B2C,Soft Drinks
70.0,12.58,4.0,0.0,50.32,285.0,845.0,0,B2C,Alcoholic Beverages
149.0,0.49,36.0,0.05,16.76,329.0,448.0,0,B2B,Water
174.0,1.86,9.0,0.0,16.74,315.0,172.0,0,B2C,Juices
98.0,1.11,98.0,0.1,97.9,342.0,697.0,0,B2B,Soft Drinks
139.0,0.45999999999999974,13.0,0.0,5.98,342.0,973.0,0,B2C,Water
82.0,1.55,15.0,0.0,23.25,315.0,147.0,0,B2C,Alcoholic Beverages
69.0,36.59,14.0,0.0,512.26,303.0,631.0,0,B2C,Alcoholic Beverages
172.0,3.23,14.0,0.0,45.22,342.0,821.0,0,B2C,Juices
64.0,5.03,1.0,0.0,5.030000000000001,289.0,329.0,0,B2C,Alcoholic Beverages
67.0,3.62,81.0,0.1,263.9,315.0,734.0,0,B2B,Alcoholic Beverages
108.0,2.19,3.0,0.0,6.57,329.0,677.0,0,B2C,Soft Drinks
159.0,0.5800000000000001,7.0,0.0,4.059999999999999,302.0,425.0,0,B2C,Water
67.0,4.48,1.0,0.0,4.48,312.0,103.0,0,B2C,Alcoholic Beverages
176.0,2.93,10.0,0.0,29.3,315.0,963.0,0,B2C,Juices
133.0,0.5800000000000001,44.0,0.1,22.97,303.0,1023.0,0,B2B,Water
162.0,0.6400000000000001,52.0,0.05,31.62,303.0,1016.0,0,B2B,Water
92.0,1.2,10.0,0.0,12.0,303.0,1092.0,0,B2C,Soft Drinks
157.0,0.5800000000000001,9.0,0.0,5.220000000000001,331.0,72.0,0,B2C,Water
177.0,3.46,2.0,0.0,6.92,311.0,739.0,0,B2C,Juices
103.0,3.3099999999999996,14.0,0.0,46.34,312.0,279.0,0,B2C,Soft Drinks
81.0,1.38,78.0,0.1,96.88,289.0,1077.0,0,B2B,Alcoholic Beverages
157.0,0.5699999999999998,15.0,0.0,8.55,321.0,397.0,0,B2C,Water
74.0,1.68,79.0,0.15,112.81,303.0,1040.0,0,B2B,Alcoholic Beverages
98.0,0.53,1.0,0.0,0.5300000000000011,296.0,899.0,0,B2C,Soft Drinks
133.0,0.99,2.0,0.0,1.9800000000000004,331.0,180.0,0,B2C,Water
98.0,0.55,2.0,0.0,1.1000000000000014,331.0,527.0,0,B2C,Soft Drinks
157.0,0.55,3.0,0.0,1.6499999999999986,302.0,1011.0,0,B2C,Water
139.0,0.45999999999999974,9.0,0.0,4.140000000000001,302.0,919.0,0,B2C,Water
162.0,1.47,68.0,0.1,89.96,311.0,390.0,0,B2B,Water
149.0,0.45999999999999974,84.0,0.1,34.78,303.0,614.0,0,B2B,Water
134.0,1.59,11.0,0.0,17.49,303.0,797.0,0,B2C,Juices
92.0,1.8,80.0,0.15,122.4,285.0,270.0,0,B2B,Soft Drinks
162.0,1.23,6.0,0.0,7.379999999999999,342.0,1090.0,0,B2C,Water
153.0,0.91,10.0,0.0,9.1,342.0,107.0,0,B2C,Water
62.0,106.01,2.0,0.0,212.02000000000004,303.0,809.0,1,B2C,Alcoholic Beverages
62.0,2.92,80.0,0.15,198.56,321.0,285.0,0,B2B,Alcoholic Beverages
139.0,0.47,9.0,0.0,4.23,312.0,603.0,0,B2C,Water
63.0,13.84,7.0,0.0,96.88,296.0,448.0,0,B2C,Alcoholic Beverages
172.0,1.88,58.0,0.1,98.14,296.0,611.0,0,B2B,Juices
